QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q2400	who are the two senators of louisiana	D2254	List of United States Senators from Louisiana	D2254-1	Its current senators are Democrat Mary Landrieu and Republican David Vitter .	Democrat Mary Landrieu and Republican David Vitter		Democrat Mary Landrieu and Republican David Vitter
Q2403	who is director jack smight	D2257	Jack Smight	D2257-0	Jack Smight (March 9, 1925 - September 1, 2003) was an American theatre and film director .	Jack Smight		an American theatre and film director
Q2404	what is dmitri mendeleev 4	D2258	Dmitri Mendeleev	D2258-0	Dmitri Ivanovich Mendeleev (; 8 February 1834 – 2 February 1907 O.S. 27 January 1834 – 20 January 1907) was a Russian chemist and inventor.	a Russian chemist and inventor		a Russian chemist and inventor
Q2404	what is dmitri mendeleev 4	D2258	Dmitri Mendeleev	D2258-1	He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!	He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!		He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered
Q2405	where is modesto california	D2259	Modesto, California	D2259-0	Modesto ( Spanish for "modest"), officially the City of Modesto, is the county seat and largest city of Stanislaus County , California , United States .	seat and largest city of Stanislaus County , California , United States		Stanislaus County
Q2407	what is the female symbol called	D2260	Gender symbol	D2260-1	The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively.	Venus		NO_ANS
Q2408	who is st patty?	D330	Saint Patrick's Day	D330-1	It is named after Saint Patrick ( AD 385–461), the most commonly recognised of the patron saints of Ireland .	Saint Patrick		the most commonly recognised of the patron saints of Ireland
Q2409	what is leasehold; real estate	D2261	Leasehold estate	D2261-0	A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .	an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord		A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord
Q2425	when was Mary Anderson born	D2275	Mary Anderson (inventor)	D2275-0	Mary Anderson (1866–1953) was a real estate developer, rancher, viticulturist and inventor of the windshield wiper blade.	1866		(1866–
Q2426	WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT	D2276	I Confess (film)	D2276-0	I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr. Michael William Logan, a Catholic priest , Anne Baxter as Ruth Grandfort, and Karl Malden as Inspector Larrue.	Montgomery Clift		Anne Baxter
Q2427	WHAT IS THE LENGTH OF A NAUTICAL MILE	D2277	Nautical mile	D2277-1	By international agreement it has been set at 1,852 metres exactly (about 6,076 feet).	1,852 metres		1,852 metres
Q2430	what is black hairy tongue disease	D2280	Black hairy tongue	D2280-0	Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance.	a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance		Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance
Q2431	what is firewire used for	D2281	IEEE 1394	D2281-0	The IEEE 1394 interface is a serial bus interface standard for high-speed communications and isochronous real-time data transfer.	high-speed communications and isochronous real-time data transfer		high-speed communications and isochronous real-time data transfer
Q2432	when was srv born	D351	Stevie Ray Vaughan	D351-0	Stephen "Stevie" Ray Vaughan (October 3, 1954 – August 27, 1990) was an American guitarist, singer-songwriter, and record producer.	October 3, 1954		October 3, 1954
Q2433	what is stent surgery	D2282	Stent	D2282-0	In the technical vocabulary of medicine , a stent is a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction.	a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction		In the technical vocabulary of medicine , a stent is a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction
Q2434	what is ethernet gigabit	D2283	Gigabit Ethernet	D2283-2	In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard.	a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard		In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard
Q2438	where is the tibia location	D2287	Tibia	D2287-0	The tibia (), shinbone or shankbone, is the larger and stronger of the two bones in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones .	in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones		The tibia (), shinbone or shankbone, is the larger and stronger of the two bones in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones
Q2439	what is tofu made of	D2288	Tofu	D2288-0	Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks.	coagulating soy juice and then pressing the resulting curds into soft white blocks		soy juice
Q2440	Where is Bubbles the Chimp now	D2289	Bubbles (chimpanzee)	D2289-7	When the trainer shut down his operation in 2004, Bubbles was moved to the Center for Great Apes , a sanctuary in Wauchula, Florida , where he has lived since 2005.	Great Apes , a sanctuary in Wauchula, Florida		Center for Great Apes , a sanctuary in Wauchula, Florida
Q2441	what is muse's lead singer's name	D2290	Muse (band)	D2290-1	The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling).	Matthew Bellamy		Matthew Bellamy
Q2442	where is bloemfontein in africa	D2291	Bloemfontein	D2291-0	Bloemfontein (, ; Dutch for "fountain of flowers") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital.	the capital city of the Free State Province of South Africa		Free State Province of South Africa
Q2447	What is the prostate for?	D2295	Prostate	D2295-0	The prostate (from Greek προστάτης – prostates, literally "one who stands before", "protector", "guardian") is a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals .	a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals		a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals
Q2450	what is in the preamble of the constitution	D449	Preamble to the United States Constitution	D449-0	The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.	a brief introductory statement of the Constitution's fundamental purposes and guiding principles		The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles
